,H,diameter,albedo,rot_per,diameter_sigma,epoch,e,a,q,i,om,w,ma,ad,n,tp,per,moid,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,rms,neo_flag,pha_flag,class_var
1652,11.7,9.01,0.599,15.41,0.072,2458600.5,0.3235411849794089,2.609534053512239,1.765242313594769,4.070556610285887,303.9835764718848,88.88568787504248,104.812920128565,3.453825793429709,0.2338081367545966,2458152.2139754696,1539.724001897562,0.776512,2.02462,3.331,3.9543e-08,1.0219e-08,1.0602e-07,4.4526e-06,6.4119e-05,6.4462e-05,7.2658e-06,1.3525e-08,1.3734e-09,3.0126e-05,9.0443e-06,0.48751,0,0,X
1654,11.04,35.943,0.045,20.456,0.183,2458600.5,0.2354484500429178,2.779324147250918,2.124936584613835,9.601123795711205,111.1335635044136,323.484918752886,91.452534532709,3.433711709888001,0.2127136074319645,2458170.567304876,1692.416410713848,1.14865,1.86678,3.273,4.027e-08,9.9149e-09,1.1342e-07,4.0085e-06,3.0638e-05,3.1918e-05,9.4657e-06,1.2249e-08,1.1382e-09,4.3872e-05,9.0563e-06,0.46138,0,0,B
1658,9.9,28.01,0.271,5.01,0.599,2458600.5,0.2592236348585435,2.784560840879503,2.062736858221956,16.42575935426999,338.2231286937842,36.41595520819671,10.83768831556168,3.50638482353705,0.2121138402623888,2458549.4062651354,1697.201840081124,1.08185,2.05711,3.224,5.1172e-08,1.2983e-08,1.4624e-07,6.0629e-06,1.5551e-05,1.8082e-05,1.2865e-05,1.6349e-08,1.4835e-09,6.0444e-05,1.187e-05,0.45966,0,0,S
1659,11.7,11.342,0.239,6.809,0.113,2458600.5,0.3012977983664448,2.395443845363379,1.673701888644943,20.57323865945957,212.9391772394547,276.612109879766,342.2391089645421,3.117185802081816,0.2658429099866008,2458667.309722465,1354.183190434324,0.81984,2.35204,3.384,3.4434e-08,7.237e-09,8.2245e-08,5.5963e-06,1.1425e-05,1.4127e-05,9.1786e-06,9.4175e-09,1.2047e-09,3.4686e-05,6.1368e-06,0.42322,0,0,S
1663,12.6,8.424,0.473,3.3454,0.808,2458600.5,0.2243794133920943,2.339285110542882,1.81439768968241,6.117520220261162,44.05930409023158,107.7472453967526,76.74186519678642,2.864172531403355,0.2754731905350943,2458321.918026024,1306.842234994687,0.836351,2.15468,3.524,3.4166e-08,6.4323e-09,8.0391e-08,4.2924e-06,3.5321e-05,3.6599e-05,1.0132e-05,7.8756e-09,1.1362e-09,3.6394e-05,5.3901e-06,0.44843,0,0,S
1666,11.9,8.998,0.455,3.268,1.13,2458600.5,0.1559050260658635,2.190138898654361,1.848685236571791,4.617384436343488,80.86413738492669,196.0610372870318,175.7375564472013,2.531592560736931,0.3040861120451774,2458022.5796363726,1183.875177918404,0.832299,2.57611,3.653,4.2357e-08,6.2483e-09,9.4456e-08,4.7189e-06,5.2899e-05,5.4994e-05,1.6914e-05,7.2225e-09,1.3013e-09,5.4828e-05,5.0663e-06,0.44736,0,0,S
1679,11.1,13.96,0.3,3.428,0.125,2458600.5,0.1825326118451495,2.725212724047996,2.227772527693881,4.26139371631086,83.3437873172104,158.6757678342223,349.6169950269198,3.222652920402111,0.2190803680694611,2458647.893589232,1643.232587074435,1.21543,1.79645,3.328,3.4551e-08,1.0611e-08,9.4478e-08,3.9871e-06,5.3537e-05,5.476e-05,1.3593e-05,1.2547e-08,1.2795e-09,6.2137e-05,9.5968e-06,0.46287,0,0,S
1691,11.3,36.075,0.049,9.2457,0.38,2458600.5,0.1384745186515723,2.787134934434589,2.401187765971778,2.427258646896711,199.6595867611314,111.8781395503567,289.7974185095271,3.1730821028974,0.2118200575090779,2458931.9255614695,1699.555765556204,1.38745,2.08498,3.315,3.69e-08,1.0548e-08,1.0359e-07,3.7106e-06,9.0919e-05,9.1745e-05,1.4025e-05,1.2009e-08,1.2025e-09,6.7016e-05,9.6484e-06,0.47605,0,0,C
1694,12.5,18.953,0.042,5.1607,0.258,2458600.5,0.2899889322398137,2.785135517483896,1.97747704262556,16.69464279098177,218.4557044566195,139.2508036492087,269.2146044570784,3.592793992342231,0.2120481932377507,2459028.6356712203,1697.727268990989,1.00435,2.02306,3.21,4.6276e-08,1.0244e-08,1.3015e-07,4.9547e-06,1.5482e-05,1.692e-05,7.7446e-06,1.3215e-08,1.1699e-09,3.8005e-05,9.3668e-06,0.487,0,0,C
1701,11.03,34.645,0.065,21.153,0.132,2458600.5,0.1440847360423764,2.855364459332209,2.443950024904545,9.965884792379205,103.8765164025617,242.0403096095064,190.5925052012728,3.266778893759873,0.2042733680365995,2459429.817577847,1762.344271601275,1.45389,2.15841,3.266,3.9231e-08,1.3783e-08,1.1464e-07,4.396e-06,2.5013e-05,2.9195e-05,1.4766e-05,1.5769e-08,1.479e-09,7.3177e-05,1.276e-05,0.45101,0,0,L
1704,13.2,12.252,0.059,54.8,0.077,2458600.5,0.2450889549452354,2.299431641995563,1.735866343890864,7.708575837042609,188.6061776405191,156.4633610550648,105.223762585258,2.862996940100262,0.2826658344788084,2458228.245026988,1273.588655182837,0.731415,2.57527,3.54,4.1764e-08,7.275e-09,9.6291e-08,4.1288e-06,2.9287e-05,3.03e-05,9.8868e-06,9.058e-09,1.3415e-09,3.4275e-05,6.0441e-06,0.48747,0,0,B
1705,13.0,6.111,0.359,2.58944,0.105,2458600.5,0.1145224899951409,2.125689601570484,1.882250335441853,1.876129814022293,279.7167194810723,339.3387873298978,187.803333738603,2.369128867699114,0.3180199037451344,2459141.9650599966,1132.004619083556,0.86675,2.6726,3.717,4.7389e-08,6.3311e-09,1.0363e-07,3.9181e-06,0.0001301,0.0001312,1.8849e-05,7.0561e-09,1.4208e-09,6.0503e-05,5.0573e-06,0.46964,0,0,S
1714,12.3,24.165,0.044,11.087,0.22,2458600.5,0.2410151485281556,2.398390102720364,1.820341755884757,11.47062012568243,38.94256391591854,209.2829649357508,258.0321755563435,2.976438449555971,0.2653532058474151,2458984.7720652954,1356.682308963733,0.816384,2.07907,3.461,4.0711e-08,7.1813e-09,9.9074e-08,4.8628e-06,1.8344e-05,2.0845e-05,1.2066e-05,8.9121e-09,1.1918e-09,4.6292e-05,6.0933e-06,0.46828,0,0,X
1715,12.0,26.656,0.044,11.514,0.116,2458600.5,0.08989197161999128,2.734561966950685,2.488746800224446,5.733966587981997,243.6432597704851,315.748992598135,275.9578609979905,2.980377133676923,0.2179578022354223,2458986.0890366854,1651.69586180335,1.48968,2.00778,3.34,4.0161e-08,1.2127e-08,1.0835e-07,4.2212e-06,4.3684e-05,4.9479e-05,2.4545e-05,1.3217e-08,1.4499e-09,0.00011339,1.0987e-05,0.45989,0,0,C
1723,11.3,38.476,0.037,12.582,0.236,2458600.5,0.05772372872387189,2.71069013705228,2.554218994926599,12.23179635063616,164.0009538516215,298.1374234316543,252.6372839617017,2.867161279177961,0.2208433165098641,2459086.648812357,1630.114986902583,1.59452,2.20786,3.328,3.2339e-08,1.0051e-08,8.7865e-08,3.7467e-06,1.6767e-05,3.5966e-05,3.1806e-05,1.0631e-08,1.2283e-09,0.00014433,9.0661e-06,0.45947,0,0,B
1725,12.3,25.25,0.037,11.706,0.079,2458600.5,0.0424832261571176,2.787804502333934,2.669369573179451,3.483604038152568,230.9637535896807,69.25651575136133,168.8392237656134,2.906239431488417,0.2117437504754331,2457803.124760417,1700.168241998566,1.65549,2.17822,3.326,3.5075e-08,1.1531e-08,9.875e-08,4.0633e-06,6.7792e-05,8.4645e-05,5.0595e-05,1.2021e-08,1.3138e-09,0.00023911,1.0549e-05,0.45373,0,0,C
1728,12.5,9.037,0.246,4.8888,1.031,2458600.5,0.1008759627373377,2.229872428359835,2.004931900367591,2.441837744209305,9.06013094919185,262.3124957754997,328.5849032875718,2.454812956352078,0.2959947767810765,2458706.633956329,1216.237677958294,0.990079,2.61534,3.635,3.3547e-08,6.1203e-09,7.4793e-08,4.055e-06,8.9736e-05,9.2354e-05,2.3166e-05,6.7377e-09,1.2186e-09,7.8394e-05,5.0073e-06,0.46522,0,0,S
1729,11.9,15.203,0.192,3.837,0.122,2458600.5,0.2222591362391783,2.786306653569225,2.167024543449453,9.486239938432876,171.1684692885433,226.3973826653816,272.834340913952,3.405588763688996,0.2119145156361143,2459011.8246269342,1698.798210775558,1.18501,2.07396,3.275,4.5737e-08,1.0533e-08,1.259e-07,4.4236e-06,2.4426e-05,2.5431e-05,7.4825e-06,1.2874e-08,1.2017e-09,3.6095e-05,9.6331e-06,0.49851,0,0,X
1733,11.7,25.62,0.031,7.171,0.113,2458600.5,0.2309065642960574,2.776874384771492,2.135675861102178,8.34492114489403,182.1535483054525,186.3521209636586,211.37358932298,3.418072908440805,0.2129951538688262,2459298.2924519754,1690.179299674148,1.13412,2.04084,3.28,3.9605e-08,1.0505e-08,1.107e-07,4.4887e-06,2.6994e-05,2.8158e-05,9.3608e-06,1.293e-08,1.2086e-09,4.5864e-05,9.5906e-06,0.47138,0,0,C
1737,12.5,7.887,0.341,4.4486,0.09,2458600.5,0.20284353123516,2.183294166389672,1.740427067954066,4.877152573866221,44.10597460714668,284.4050189924469,179.8193608659271,2.626161264825278,0.3055172191190333,2458011.926428322,1178.329656960315,0.736565,2.72744,3.647,4.017e-08,4.5231e-09,8.8141e-08,3.8025e-06,4.6216e-05,4.694e-05,9.0896e-06,5.4406e-09,9.4941e-10,2.9168e-05,3.6617e-06,0.4379,0,0,S
1746,13.35,6.35,0.2005,5.2896,0.6,2458600.5,0.1103678634794972,1.70904454983725,1.520420954280434,21.41807789957978,268.3828501645523,340.3585701618785,79.36018060180221,1.897668145394066,0.4411375210849656,2458420.6010414925,816.0720473619879,0.510856,3.18508,4.105,4.6702e-08,4.4433e-09,8.149e-08,5.4702e-06,1.2339e-05,2.6487e-05,2.3694e-05,4.9337e-09,1.7204e-09,5.374e-05,3.1825e-06,0.4487,0,0,S
1750,11.9,10.929,0.195,3.9397,0.248,2458600.5,0.1746610791145429,2.788724464012152,2.301642839774665,8.13149646853948,240.2735703524765,130.8027596843015,206.0399910206752,3.27580608824964,0.2116389821095379,2459327.9652686603,1701.009882072079,1.31135,2.24074,3.293,4.2507e-08,1.1683e-08,1.1884e-07,4.6478e-06,3.1329e-05,3.3651e-05,1.2501e-05,1.3723e-08,1.3299e-09,6.0675e-05,1.0689e-05,0.46277,0,0,S
1765,12.2,18.959,0.044,7.677,0.211,2458600.5,0.088478768387207,2.748133007334014,2.504981583480869,5.228530727794504,188.6561588665457,171.4097798598051,153.8485409203261,2.99128443118716,0.2163452932879395,2457889.3750266656,1664.006618904654,1.5009,2.42401,3.335,4.4713e-08,1.096e-08,1.2273e-07,5.1049e-06,4.2115e-05,4.7985e-05,2.2671e-05,1.1929e-08,1.2942e-09,0.00010418,9.9542e-06,0.49272,0,0,C
1767,12.7,20.221,0.032,5.1839,0.129,2458600.5,0.1790951290979883,2.449873008271899,2.011112685581767,3.254657489367771,12.35743530519847,20.14869537736564,329.4089713953129,2.888633330962032,0.2570328990601048,2458719.5160042406,1400.598916778421,1.0167,2.55003,3.472,4.5474e-08,9.2762e-09,1.1087e-07,4.9019e-06,6.1023e-05,6.1915e-05,9.5735e-06,1.0938e-08,1.4599e-09,3.7304e-05,7.9549e-06,0.49475,0,0,C
1776,11.6,11.86,0.244,2.83552,0.184,2458600.5,0.01786596430495108,2.626889076682449,2.579957170205374,3.146179533270653,334.554625681381,134.8034695254232,172.8578810027814,2.673820983159523,0.2314949236412419,2457853.79731519,1555.109694577615,1.59783,2.32579,3.399,3.5023e-08,1.0153e-08,9.0361e-08,4.5067e-06,7.4042e-05,0.00015576,0.0001369,1.0335e-08,1.3421e-09,0.00059112,9.0161e-06,0.43409,0,0,S
1782,12.0,25.642,0.033,12.0,0.178,2458600.5,0.1327391372106511,2.6616854096822,2.308375584874806,11.500379545326,189.4603083150559,315.6998765675826,159.7158569127609,3.014995234489593,0.2269702771354832,2457896.813777608,1586.110765442246,1.33395,2.0285,3.344,3.7787e-08,1.0764e-08,9.8872e-08,4.9195e-06,1.9371e-05,2.6394e-05,1.9723e-05,1.2193e-08,1.3768e-09,8.5234e-05,9.6214e-06,0.46477,0,0,C
1794,12.0,23.894,0.049,12.102,0.109,2458600.5,0.1911679620633173,2.784869488559381,2.252491663819172,7.52831997003715,192.1473907059923,79.9055576869565,287.6897677108265,3.317247313299591,0.212078578306165,2458941.4596238653,1697.484031038202,1.25114,1.84261,3.292,4.1401e-08,1.2892e-08,1.165e-07,4.2939e-06,3.4862e-05,3.6552e-05,1.0361e-05,1.5357e-08,1.4727e-09,4.9279e-05,1.1787e-05,0.48313,0,0,C
1795,9.84,68.167,0.044,22.226,0.298,2458600.5,0.05648524289674362,3.357502488946857,3.167853145332272,22.57946049527175,186.7195652412136,26.00317495175964,237.8182730230788,3.547151832561442,0.1602062884012463,2459363.15250382,2247.102804718616,2.17621,1.42342,3.031,3.8711e-08,2.0248e-08,1.2869e-07,4.6118e-06,1.0574e-05,3.9544e-05,3.8978e-05,2.1392e-08,1.4492e-09,0.00024398,2.0327e-05,0.45036,0,0,C
1796,12.7,9.077,0.178,6.1125,0.197,2458600.5,0.02384475313086207,2.236737709891079,2.183403251380237,3.139559809063179,29.64924032462683,355.4319424487041,267.9877497272635,2.290072168401922,0.2946330654495847,2458912.7943792217,1221.858787134672,1.18461,2.7711,3.635,4.3848e-08,6.5214e-09,9.7627e-08,4.6036e-06,6.0484e-05,9.306e-05,7.143e-05,6.6769e-09,1.2885e-09,0.00024269,5.3437e-06,0.47219,0,0,S
1797,13.0,6.631,0.294,3.506,0.186,2458600.5,0.1222723606856137,2.198775282753811,1.929925838314325,6.193030776793708,44.26276522982889,4.36471162613368,317.3276584164385,2.467624727193298,0.3022962811463258,2458741.660656763,1190.884646793729,0.939414,2.87408,3.649,3.7717e-08,7.0106e-09,8.1326e-08,4.0353e-06,4.6872e-05,5.2124e-05,2.373e-05,7.8678e-09,1.4458e-09,7.8719e-05,5.6955e-06,0.5002,0,0,S
1798,11.3,18.196,0.233,6.318,0.156,2458600.5,0.1182028651471925,3.02672284476219,2.668955532504838,11.48882200765273,156.607270129275,193.0212634857226,359.0351699582002,3.384490157019542,0.1871738148207293,2458605.654727667,1923.345957044256,1.66254,2.0323,3.203,3.7322e-08,1.51e-08,1.1188e-07,4.0935e-06,1.9341e-05,2.6184e-05,2.0293e-05,1.6885e-08,1.4007e-09,0.00010844,1.4393e-05,0.46731,0,0,K
1806,12.4,9.135,0.309,308.6,0.092,2458600.5,0.1785542704255543,2.225963889629882,1.828508531323389,3.491930789654032,236.345988517555,140.4667018554512,101.9152764686547,2.623419247936374,0.2967747185099098,2458257.090436745,1213.041332521655,0.831088,2.84298,3.622,3.7945e-08,5.9712e-09,8.5491e-08,3.533e-06,7.2955e-05,7.3834e-05,1.3656e-05,7.0374e-09,1.1942e-09,4.5197e-05,4.881e-06,0.48718,0,0,S
1829,12.45,7.71,0.274,2.56999,0.669,2458600.5,0.05631154857382396,2.188423663372179,2.06519013795209,3.954040060535229,147.4541402237982,334.9593608892473,342.9561982108156,2.311657188792267,0.3044436854602247,2458656.483430116,1182.484699775564,1.08174,2.7056,3.67,4.3714e-08,6.5596e-09,9.6238e-08,4.546e-06,5.645e-05,6.518e-05,3.3622e-05,6.929e-09,1.3688e-09,0.00011051,5.3166e-06,0.40602,0,0,S
1830,12.5,8.083,0.296,3.228,0.468,2458600.5,0.1279411557991556,2.23920836628644,1.952721459828614,5.633464546511891,72.60432363264663,183.462089164397,36.79012590899783,2.525695272744266,0.2941455697924053,2458475.425446149,1223.883807782901,0.937573,2.512,3.619,3.856e-08,6.9557e-09,8.8198e-08,4.1968e-06,3.8273e-05,4.1261e-05,1.6878e-05,7.8456e-09,1.3706e-09,5.7157e-05,5.7027e-06,0.45166,0,0,S
1835,12.1,22.24,0.042,8.8015,0.304,2458600.5,0.191282065114008,2.785335292847504,2.252550605996703,7.021523334784761,272.735086406776,12.54777907351268,118.2087206032345,3.318119979698305,0.2120253802327527,2458042.9784406777,1697.909937031155,1.2361,1.84606,3.294,4.0722e-08,1.3029e-08,1.1484e-07,4.5046e-06,3.7051e-05,3.9004e-05,1.4858e-05,1.5522e-08,1.4877e-09,6.8466e-05,1.1914e-05,0.46595,0,0,C
1846,11.1,17.427,0.232,5.617,0.335,2458600.5,0.02092544603612062,2.609974439170248,2.555359559887737,11.14469330249896,106.8663714441034,137.5323648407354,63.68782162126766,2.664589318452759,0.2337489629528806,2458328.0375222345,1540.113784686905,1.54655,2.38987,3.383,3.3129e-08,9.0145e-09,8.7868e-08,3.4417e-06,1.773e-05,7.9538e-05,7.6914e-05,9.2031e-09,1.211e-09,0.00032923,7.979e-06,0.41369,0,0,X
1847,11.0,17.03,0.242,3.637,0.114,2458600.5,0.04599900124082836,2.869985724750127,2.737969247836186,1.440932199506753,331.6474447692393,316.652084021211,259.9330682287514,3.002002201664068,0.2027143387403333,2459094.1351932134,1775.898055544762,1.72121,2.07181,3.296,3.8211e-08,1.2896e-08,1.0949e-07,4.902e-06,0.00015405,0.00016211,5.1329e-05,1.3489e-08,1.3663e-09,0.00025356,1.197e-05,0.48758,0,0,S
1856,12.3,7.986,0.333,3.1177,0.201,2458600.5,0.1350648792509953,2.243571238839578,1.940543560374704,4.401006824853878,236.0560264535112,174.0455974819158,15.01987398756651,2.546598917304451,0.2932879891286466,2458549.2879676484,1227.462471509841,0.950601,2.79314,3.617,3.871e-08,5.5439e-09,8.7451e-08,4.2195e-06,4.3601e-05,4.542e-05,1.2215e-05,6.2926e-09,1.0871e-09,4.1622e-05,4.5496e-06,0.47746,0,0,S
1857,12.0,10.769,0.383,5.413,0.189,2458600.5,0.07807813357321207,2.6980464624516,2.487388030369572,1.66139717657652,271.9051365139703,17.78568388687645,231.5541058054116,2.908704894533629,0.2223975186862954,2459178.050932013,1618.723096042276,1.47048,2.20551,3.364,3.3883e-08,1.1082e-08,9.1523e-08,3.7816e-06,0.00016391,0.00016698,3.2921e-05,1.1947e-08,1.3702e-09,0.00014851,9.9731e-06,0.47573,0,0,L
1859,11.6,16.8,0.152,3.255,0.359,2458600.5,0.2010366024461793,2.567836715097749,2.05160754625794,9.918296342723616,132.8624567147878,162.0628183280153,94.89744293698936,3.084065883937558,0.2395261686071846,2458204.3117943904,1502.967304546956,1.0375,2.15283,3.382,3.1316e-08,9.2059e-09,7.9348e-08,4.12e-06,2.6073e-05,2.8957e-05,1.3595e-05,1.1057e-08,1.2881e-09,5.6398e-05,8.0824e-06,0.44748,0,0,X
1881,11.4,17.766,0.124,25.0,0.241,2458600.5,0.0920132355569172,3.006737283700009,2.730077657757155,9.485826121879429,201.2437680228812,125.9052142821932,11.49196164495316,3.283396909642864,0.1890431083327337,2458539.7098355433,1904.327553514228,1.73206,2.05963,3.224,3.4749e-08,1.4367e-08,1.0426e-07,4.4135e-06,2.257e-05,3.2998e-05,2.5971e-05,1.5689e-08,1.355e-09,0.00013722,1.3649e-05,0.50636,0,0,K
1887,11.7,11.633,0.274,11.053,0.137,2458600.5,0.1669915337894531,2.548057676662511,2.122553617052648,5.859762575135712,244.8550768255475,233.08384938,96.18920979655444,2.973561736272374,0.2423205201193345,2458203.549672602,1485.635635903688,1.14512,2.15778,3.415,5.0722e-08,9.2576e-09,1.3101e-07,4.0392e-06,4.8378e-05,4.9463e-05,1.2543e-05,1.0804e-08,1.3206e-09,5.0604e-05,8.0964e-06,0.46196,0,0,S
1903,11.1,13.503,0.581,5.394,0.211,2458600.5,0.07245597206296898,2.743750160056182,2.544949075111384,12.82481815142076,106.3634649510144,262.000577307979,348.251632721848,2.942551245000979,0.2168638829311428,2458654.6739229206,1660.02745655119,1.57964,2.44345,3.309,4.316e-08,1.282e-08,1.2107e-07,4.2665e-06,2.1268e-05,3.7335e-05,3.2528e-05,1.3749e-08,1.5199e-09,0.0001501,1.1634e-05,0.46331,0,0,R
1928,12.6,7.772,0.393,2.9887,0.147,2458600.5,0.07444864801842582,2.362426843971522,2.186547359395405,7.779971343815309,65.42717157694908,71.25863638880985,29.36869186794814,2.538306328547638,0.2714354212063627,2458492.302286756,1326.282319381982,1.21562,2.49841,3.534,3.4162e-08,8.6997e-09,8.1324e-08,4.6026e-06,3.0554e-05,4.5515e-05,3.471e-05,9.3474e-09,1.4994e-09,0.00012769,7.3261e-06,0.42608,0,0,V
1929,11.0,34.437,0.067,13.056,0.168,2458600.5,0.1415736605806663,2.899017614854754,2.488593079031934,14.05547751989308,318.52200539661,341.5250635330435,94.4032304752512,3.309442150677574,0.199676884827481,2458127.720035725,1802.912742308839,1.4766,1.97721,3.228,4.5773e-08,1.2663e-08,1.3135e-07,5.663e-06,1.6523e-05,2.4306e-05,2.0239e-05,1.4456e-08,1.3083e-09,0.00010018,1.1813e-05,0.4891,0,0,C
1935,11.8,31.037,0.028,19.651,0.137,2458600.5,0.1360311092138056,2.677400644508388,2.313190865026154,10.25625756488009,265.1617802556388,255.3884657347868,66.27438694787918,3.041610423990623,0.2249748798261703,2458305.9142800337,1600.178652292908,1.3483,2.08727,3.342,4.6627e-08,1.133e-08,1.2659e-07,4.1515e-06,2.6162e-05,2.9885e-05,1.51e-05,1.2871e-08,1.428e-09,6.6812e-05,1.0157e-05,0.45156,0,0,C
1950,14.2,5.57,0.0895,5.3016,0.5,2458600.5,0.06152745044845984,1.390451797849344,1.304900843756196,39.09198259109784,130.7430844859425,140.5378287593905,221.9822532114506,1.476002751942491,0.6011324423717098,2458830.0962371356,598.8696909780061,0.306407,3.71364,4.543,5.278e-08,2.3229e-09,7.3588e-08,8.4071e-06,6.0717e-06,4.6284e-05,4.7139e-05,2.4658e-09,1.5064e-09,7.8636e-05,1.5007e-06,0.42702,0,0,A
1967,11.7,13.154,0.178,5.2038,0.277,2458600.5,0.1120798270000829,2.74053366375971,2.433375124837618,4.595220305844279,71.49984386272254,164.8464744292368,4.747951995365533,3.047692202681802,0.2172457865640311,2458578.6447913423,1657.10923877409,1.42179,1.94972,3.336,3.6778e-08,1.1645e-08,1.0278e-07,3.9771e-06,5.5499e-05,5.9302e-05,2.238e-05,1.295e-08,1.3847e-09,0.000103,1.0562e-05,0.46862,0,0,S
1976,11.6,17.211,0.15,7.461,0.117,2458600.5,0.07355662376436631,2.780010083455581,2.575521927685694,7.766144489195115,332.2432187708982,310.548149866823,248.4145118011509,2.984498239225468,0.2126348852549625,2459125.2750766063,1693.042981015732,1.56672,2.18187,3.316,3.6063e-08,1.211e-08,1.0015e-07,4.2886e-06,3.0714e-05,4.3985e-05,3.1209e-05,1.3e-08,1.3894e-09,0.00014656,1.1062e-05,0.46086,0,0,S
1988,12.5,9.399,0.175,131.3,0.122,2458600.5,0.0766259480420366,2.351490175337248,2.171305011340496,7.764454694397121,25.30451664170442,88.11794821300273,330.8397576528137,2.531675339333999,0.2733312711152407,2458707.1846183687,1317.083107729077,1.20445,2.53723,3.541,3.8919e-08,7.64e-09,9.3415e-08,4.1712e-06,2.9713e-05,4.162e-05,2.7885e-05,8.2255e-09,1.3321e-09,0.00010198,6.4189e-06,0.42693,0,0,C
1997,12.3,14.242,0.126,6.13,0.17,2458600.5,0.06370178441677406,2.418913765566989,2.264824642350073,7.624897495818919,351.7562404344205,246.6092299769615,132.407348025311,2.573002888783904,0.2619832315758944,2458095.0960959834,1374.133748310952,1.26648,2.43937,3.5,3.2154e-08,7.8579e-09,7.8744e-08,4.5547e-06,2.6733e-05,4.7179e-05,4.0294e-05,8.3585e-09,1.2766e-09,0.00015331,6.6959e-06,0.4581,0,0,X
2000,12.85,3.975,0.81,5.487,0.154,2458600.5,0.09871234896787104,1.933539290333958,1.742675085163423,22.68111359989042,357.0752512221658,217.8630086512655,10.44038450801479,2.124403495504493,0.366584899670545,2458572.019872975,982.0371769910246,0.767434,2.87424,3.811,5.1663e-08,5.9323e-09,1.0101e-07,5.7246e-06,9.3613e-06,3.1964e-05,3.4748e-05,6.5179e-09,1.6871e-09,9.4727e-05,4.5195e-06,0.38985,0,0,X
2018,12.3,7.865,0.496,2.729,0.064,2458600.5,0.1652295107962825,2.241032530150419,1.87074782151511,4.04431446352989,252.1917717334539,24.79030343975055,38.2163988192242,2.611317238785728,0.2937864983549874,2458470.41778372,1225.379661814838,0.854763,2.50139,3.613,3.9732e-08,7.6157e-09,9.1334e-08,4.4669e-06,5.5998e-05,5.7401e-05,1.3587e-05,8.874e-09,1.4976e-09,4.6078e-05,6.2463e-06,0.49672,0,0,S
